i,time,HHsize,HH,Type,has_hh,month
1,212,3,18,NA,FALSE,8
1,212,3,18,NA,FALSE,8
1,215,3,18,NA,FALSE,8
1,63,5,23,NA,FALSE,3
1,63,5,23,NA,FALSE,3
1,67,5,23,NA,FALSE,3
1,64,5,23,NA,FALSE,3
1,65,5,23,NA,FALSE,3
1,223,6,25,NA,FALSE,8
1,226,6,25,NA,FALSE,8
1,222,6,25,NA,FALSE,8
1,220,6,25,NA,FALSE,8
1,224,6,25,NA,FALSE,8
1,224,6,25,NA,FALSE,8
1,146,3,35,NA,FALSE,5
1,145,3,35,NA,FALSE,5
1,142,3,35,NA,FALSE,5
1,268,6,42,NA,FALSE,9
1,267,6,42,NA,FALSE,9
1,267,6,42,NA,FALSE,9
1,266,6,42,NA,FALSE,9
1,268,6,42,NA,FALSE,9
1,266,6,42,NA,FALSE,9
1,39,3,46,NA,FALSE,2
1,42,3,46,NA,FALSE,2
1,39,3,46,NA,FALSE,2
1,183,6,68,NA,FALSE,7
1,179,6,68,NA,FALSE,6
1,183,6,68,NA,FALSE,7
1,177,6,68,NA,FALSE,6
1,180,6,68,NA,FALSE,6
1,179,6,68,NA,FALSE,6
1,218,4,72,NA,TRUE,8
1,210,4,72,NA,FALSE,7
1,215,4,72,NA,FALSE,8
1,219,4,72,NA,TRUE,8
1,186,6,85,NA,FALSE,7
1,186,6,85,NA,FALSE,7
1,180,6,85,NA,FALSE,6
1,186,6,85,NA,FALSE,7
1,185,6,85,NA,FALSE,7
1,185,6,85,NA,FALSE,7
1,236,4,90,NA,FALSE,8
1,233,4,90,NA,FALSE,8
1,233,4,90,NA,FALSE,8
1,232,4,90,NA,FALSE,8
1,186,6,116,NA,FALSE,7
1,183,6,116,NA,FALSE,7
1,184,6,116,NA,FALSE,7
1,183,6,116,NA,FALSE,7
1,185,6,116,NA,FALSE,7
1,185,6,116,NA,FALSE,7
1,185,6,133,NA,FALSE,7
1,181,6,133,NA,FALSE,7
1,184,6,133,NA,FALSE,7
1,179,6,133,NA,FALSE,6
1,184,6,133,NA,FALSE,7
1,184,6,133,NA,FALSE,7
1,257,6,168,NA,FALSE,9
1,256,6,168,NA,FALSE,9
1,260,6,168,NA,FALSE,9
1,253,6,168,NA,FALSE,9
1,259,6,168,NA,FALSE,9
1,254,6,168,NA,FALSE,9
1,141,5,198,NA,FALSE,5
1,144,5,198,NA,FALSE,5
1,141,5,198,NA,FALSE,5
1,144,5,198,NA,FALSE,5
1,144,5,198,NA,FALSE,5
1,296,6,208,NA,FALSE,10
1,297,6,208,NA,FALSE,10
1,297,6,208,NA,FALSE,10
1,292,6,208,NA,FALSE,10
1,293,6,208,NA,FALSE,10
1,294,6,208,NA,FALSE,10
1,343,4,221,NA,FALSE,12
1,345,4,221,NA,FALSE,12
1,344,4,221,NA,FALSE,12
1,347,4,221,NA,FALSE,12
2,249,6,3,NA,FALSE,9
2,248,6,3,NA,FALSE,9
2,249,6,3,NA,FALSE,9
2,249,6,3,NA,FALSE,9
2,248,6,3,NA,FALSE,9
2,248,6,3,NA,FALSE,9
2,166,4,8,NA,FALSE,6
2,164,4,8,NA,FALSE,6
2,169,4,8,NA,TRUE,6
2,161,4,8,NA,FALSE,6
2,255,6,51,NA,FALSE,9
2,257,6,51,NA,FALSE,9
2,259,6,51,NA,FALSE,9
2,257,6,51,NA,FALSE,9
2,254,6,51,NA,FALSE,9
2,259,6,51,NA,FALSE,9
2,45,5,91,NA,FALSE,2
2,48,5,91,NA,FALSE,2
2,44,5,91,NA,FALSE,2
2,51,5,91,NA,FALSE,2
2,45,5,91,NA,FALSE,2
2,34,6,110,NA,FALSE,2
2,33,6,110,NA,FALSE,2
2,33,6,110,NA,FALSE,2
2,34,6,110,NA,FALSE,2
2,34,6,110,NA,FALSE,2
2,33,6,110,NA,FALSE,2
2,204,6,111,NA,FALSE,7
2,199,6,111,NA,FALSE,7
2,197,6,111,NA,FALSE,7
2,202,6,111,NA,FALSE,7
2,200,6,111,NA,FALSE,7
2,204,6,111,NA,FALSE,7
2,230,3,114,NA,FALSE,8
2,231,3,114,NA,FALSE,8
2,230,3,114,NA,FALSE,8
2,77,4,117,NA,FALSE,3
2,78,4,117,NA,FALSE,3
2,76,4,117,NA,FALSE,3
2,76,4,117,NA,FALSE,3
2,168,5,158,NA,FALSE,6
2,170,5,158,NA,FALSE,6
2,171,5,158,NA,FALSE,6
2,172,5,158,NA,FALSE,6
2,168,5,158,NA,FALSE,6
2,97,3,161,NA,FALSE,4
2,100,3,161,NA,FALSE,4
2,95,3,161,NA,FALSE,4
2,349,3,164,NA,FALSE,12
2,351,3,164,NA,FALSE,12
2,351,3,164,NA,FALSE,12
2,344,5,170,NA,FALSE,12
2,348,5,170,NA,FALSE,12
2,344,5,170,NA,FALSE,12
2,346,5,170,NA,FALSE,12
2,346,5,170,NA,FALSE,12
2,197,3,193,NA,FALSE,7
2,196,3,193,NA,FALSE,7
2,194,3,193,NA,FALSE,7
2,149,3,200,NA,FALSE,5
2,153,3,200,NA,FALSE,6
2,150,3,200,NA,FALSE,5
3,73,6,9,NA,FALSE,3
3,71,6,9,NA,FALSE,3
3,71,6,9,NA,FALSE,3
3,67,6,9,NA,FALSE,3
3,69,6,9,NA,FALSE,3
3,74,6,9,NA,FALSE,3
3,243,5,26,NA,FALSE,9
3,236,5,26,NA,FALSE,8
3,240,5,26,NA,FALSE,8
3,240,5,26,NA,FALSE,8
3,240,5,26,NA,FALSE,8
3,131,6,39,NA,FALSE,5
3,132,6,39,NA,FALSE,5
3,130,6,39,NA,FALSE,5
3,130,6,39,NA,FALSE,5
3,133,6,39,NA,FALSE,5
3,133,6,39,NA,FALSE,5
3,201,6,46,NA,FALSE,7
3,199,6,46,NA,FALSE,7
3,203,6,46,NA,FALSE,7
3,198,6,46,NA,FALSE,7
3,198,6,46,NA,FALSE,7
3,201,6,46,NA,FALSE,7
3,28,4,52,NA,FALSE,1
3,31,4,52,NA,FALSE,2
3,29,4,52,NA,FALSE,1
3,27,4,52,NA,FALSE,1
3,192,6,67,NA,FALSE,7
3,193,6,67,NA,FALSE,7
3,188,6,67,NA,FALSE,7
3,188,6,67,NA,FALSE,7
3,190,6,67,NA,FALSE,7
3,188,6,67,NA,FALSE,7
3,322,5,77,NA,FALSE,11
3,323,5,77,NA,FALSE,11
3,320,5,77,NA,FALSE,11
3,324,5,77,NA,FALSE,11
3,322,5,77,NA,FALSE,11
3,282,6,81,NA,FALSE,10
3,283,6,81,NA,FALSE,10
3,286,6,81,NA,FALSE,10
3,284,6,81,NA,FALSE,10
3,285,6,81,NA,FALSE,10
3,281,6,81,NA,FALSE,10
3,70,6,102,NA,FALSE,3
3,67,6,102,NA,FALSE,3
3,69,6,102,NA,FALSE,3
3,68,6,102,NA,FALSE,3
3,70,6,102,NA,FALSE,3
3,70,6,102,NA,FALSE,3
3,246,6,140,NA,FALSE,9
3,245,6,140,NA,FALSE,9
3,244,6,140,NA,FALSE,9
3,242,6,140,NA,FALSE,9
3,242,6,140,NA,FALSE,9
3,241,6,140,NA,FALSE,9
3,133,3,154,NA,FALSE,5
3,131,3,154,NA,FALSE,5
3,130,3,154,NA,FALSE,5
3,307,4,175,NA,FALSE,11
3,303,4,175,NA,FALSE,11
3,307,4,175,NA,FALSE,11
3,308,4,175,NA,FALSE,11
3,334,6,179,NA,TRUE,12
3,332,6,179,NA,FALSE,12
3,335,6,179,NA,TRUE,12
3,326,6,179,NA,FALSE,11
3,330,6,179,NA,FALSE,11
3,331,6,179,NA,FALSE,12
3,315,4,193,NA,FALSE,11
3,317,4,193,NA,FALSE,11
3,314,4,193,NA,FALSE,11
3,315,4,193,NA,FALSE,11
3,240,3,208,NA,FALSE,8
3,242,3,208,NA,FALSE,9
3,239,3,208,NA,FALSE,8
3,359,3,218,NA,FALSE,12
3,361,3,218,NA,FALSE,13
3,358,3,218,NA,FALSE,12
3,67,4,223,NA,FALSE,3
3,64,4,223,NA,FALSE,3
3,65,4,223,NA,FALSE,3
3,66,4,223,NA,FALSE,3
4,160,3,9,NA,FALSE,6
4,160,3,9,NA,FALSE,6
4,160,3,9,NA,FALSE,6
4,332,5,22,NA,FALSE,12
4,331,5,22,NA,FALSE,12
4,333,5,22,NA,FALSE,12
4,331,5,22,NA,FALSE,12
4,333,5,22,NA,FALSE,12
4,336,4,53,NA,FALSE,12
4,333,4,53,NA,FALSE,12
4,336,4,53,NA,FALSE,12
4,335,4,53,NA,FALSE,12
4,114,4,119,NA,FALSE,4
4,115,4,119,NA,FALSE,4
4,116,4,119,NA,FALSE,4
4,116,4,119,NA,FALSE,4
4,75,6,124,NA,FALSE,3
4,75,6,124,NA,FALSE,3
4,76,6,124,NA,FALSE,3
4,74,6,124,NA,FALSE,3
4,75,6,124,NA,FALSE,3
4,77,6,124,NA,FALSE,3
4,183,5,125,NA,FALSE,7
4,180,5,125,NA,FALSE,6
4,183,5,125,NA,FALSE,7
4,185,5,125,NA,FALSE,7
4,182,5,125,NA,FALSE,7
4,355,4,150,NA,FALSE,12
4,353,4,150,NA,FALSE,12
4,351,4,150,NA,FALSE,12
4,354,4,150,NA,FALSE,12
4,336,6,153,NA,FALSE,12
4,334,6,153,NA,FALSE,12
4,329,6,153,NA,FALSE,11
4,332,6,153,NA,FALSE,12
4,332,6,153,NA,FALSE,12
4,335,6,153,NA,FALSE,12
4,85,5,181,NA,FALSE,3
4,83,5,181,NA,FALSE,3
4,85,5,181,NA,FALSE,3
4,86,5,181,NA,FALSE,3
4,87,5,181,NA,FALSE,3
4,62,4,216,NA,FALSE,3
4,66,4,216,NA,FALSE,3
4,66,4,216,NA,FALSE,3
4,65,4,216,NA,FALSE,3
5,351,3,20,NA,FALSE,12
5,355,3,20,NA,FALSE,12
5,355,3,20,NA,FALSE,12
5,335,3,25,NA,FALSE,12
5,339,3,25,NA,FALSE,12
5,335,3,25,NA,FALSE,12
5,31,4,28,NA,FALSE,2
5,32,4,28,NA,FALSE,2
5,32,4,28,NA,FALSE,2
5,29,4,28,NA,FALSE,1
5,314,6,54,NA,FALSE,11
5,313,6,54,NA,FALSE,11
5,312,6,54,NA,FALSE,11
5,316,6,54,NA,FALSE,11
5,316,6,54,NA,FALSE,11
5,313,6,54,NA,FALSE,11
5,354,4,55,NA,FALSE,12
5,354,4,55,NA,FALSE,12
5,348,4,55,NA,FALSE,12
5,351,4,55,NA,FALSE,12
5,364,4,60,NA,FALSE,13
5,362,4,60,NA,FALSE,13
5,363,4,60,NA,FALSE,13
5,126,4,61,NA,FALSE,5
5,129,4,61,NA,FALSE,5
5,131,4,61,NA,FALSE,5
5,126,4,61,NA,FALSE,5
5,86,5,159,NA,FALSE,3
5,83,5,159,NA,FALSE,3
5,83,5,159,NA,FALSE,3
5,82,5,159,NA,FALSE,3
5,91,5,159,NA,TRUE,4
5,221,3,161,NA,FALSE,8
5,217,3,161,NA,FALSE,8
5,217,3,161,NA,FALSE,8
