i,time,HHsize,HH,Type,has_hh,month
1,28,6,1,NA,FALSE,1
1,88,6,1,H,TRUE,3
1,88,6,1,H,TRUE,3
1,58,6,1,H,TRUE,2
1,243,3,7,C,FALSE,9
1,342,4,14,C,FALSE,12
1,247,5,23,C,FALSE,9
1,186,3,30,H,TRUE,7
1,187,3,30,H,TRUE,7
1,153,3,30,C,FALSE,6
1,251,6,32,C,FALSE,9
1,281,6,32,H,TRUE,10
1,210,4,35,H,TRUE,7
1,178,4,35,C,FALSE,6
1,209,4,35,H,TRUE,7
1,337,4,41,C,FALSE,12
1,159,6,43,H,TRUE,6
1,120,6,43,C,FALSE,4
1,150,6,43,H,TRUE,5
1,153,6,43,H,TRUE,6
1,182,6,43,H,TRUE,7
1,149,6,43,H,TRUE,5
1,340,5,48,H,TRUE,12
1,310,5,48,C,FALSE,11
1,356,4,58,C,FALSE,12
1,338,3,62,C,FALSE,12
1,253,6,66,C,FALSE,9
1,289,6,66,H,TRUE,10
1,280,6,66,H,TRUE,10
1,279,6,66,H,TRUE,10
1,304,6,69,H,TRUE,11
1,235,6,69,H,TRUE,8
1,337,6,69,H,TRUE,12
1,240,6,69,H,TRUE,8
1,274,6,69,H,TRUE,10
1,206,6,69,C,FALSE,7
1,185,6,71,H,TRUE,7
1,153,6,71,H,TRUE,6
1,124,6,71,C,FALSE,5
1,346,5,76,C,FALSE,12
1,242,5,84,C,FALSE,9
1,336,6,86,C,FALSE,12
1,364,3,94,C,FALSE,13
1,307,6,96,H,TRUE,11
1,269,6,96,H,TRUE,9
1,297,6,96,H,TRUE,10
1,237,6,96,C,FALSE,8
1,245,6,100,C,FALSE,9
1,316,3,103,C,FALSE,11
1,313,5,109,C,FALSE,11
1,348,6,114,C,FALSE,12
1,284,4,122,C,FALSE,10
1,315,4,122,H,TRUE,11
1,314,4,122,H,TRUE,11
1,344,4,122,H,TRUE,12
1,232,3,123,H,TRUE,8
1,208,3,123,C,FALSE,7
1,358,3,124,C,FALSE,12
1,280,6,127,H,TRUE,10
1,276,6,127,H,TRUE,10
1,212,6,127,C,FALSE,8
1,248,6,127,H,TRUE,9
1,278,6,127,H,TRUE,10
1,179,6,129,C,FALSE,6
1,233,6,129,H,TRUE,8
1,206,6,129,H,TRUE,7
1,207,6,129,H,TRUE,7
1,345,6,130,C,FALSE,12
1,349,5,135,C,FALSE,12
1,246,4,136,C,FALSE,9
1,180,5,137,C,FALSE,6
1,345,6,144,H,TRUE,12
1,312,6,144,C,FALSE,11
1,340,4,145,C,FALSE,12
1,246,5,154,H,TRUE,9
1,185,5,154,C,FALSE,7
1,212,5,154,H,TRUE,8
1,345,6,157,H,TRUE,12
1,310,6,157,C,FALSE,11
1,338,5,179,C,FALSE,12
1,329,6,184,H,TRUE,11
1,306,6,184,H,TRUE,11
1,300,6,184,H,TRUE,10
1,274,6,184,C,FALSE,10
1,304,5,191,C,FALSE,11
1,339,5,191,H,TRUE,12
1,253,5,193,H,TRUE,9
1,224,5,193,H,TRUE,8
1,188,5,193,C,FALSE,7
1,281,6,202,C,FALSE,10
1,310,6,202,H,TRUE,11
1,299,6,218,C,FALSE,10
1,330,6,218,H,TRUE,11
