i,time,HHsize,HH,Type,has_hh,month
1,27,6,1,NA,FALSE,1
1,98,6,1,H,TRUE,4
1,52,6,1,H,TRUE,2
1,82,6,1,H,TRUE,3
1,62,6,1,H,TRUE,3
1,57,6,1,H,TRUE,2
2,26,6,1,NA,FALSE,1
2,120,6,1,H,TRUE,4
2,115,6,1,H,TRUE,4
2,86,6,1,H,TRUE,3
2,85,6,1,H,TRUE,3
2,54,6,1,H,TRUE,2
2,363,3,5,H,TRUE,13
2,332,3,5,C,FALSE,12
2,335,5,13,H,TRUE,12
2,339,5,13,H,TRUE,12
2,340,5,13,H,TRUE,12
2,304,5,13,C,FALSE,11
2,337,6,14,C,FALSE,12
2,363,4,20,H,TRUE,13
2,340,4,20,H,TRUE,12
2,334,4,20,H,TRUE,12
2,304,4,20,C,FALSE,11
2,297,4,21,C,FALSE,10
2,323,4,21,H,TRUE,11
2,326,4,21,H,TRUE,11
2,330,4,21,H,TRUE,11
2,336,4,23,C,FALSE,12
2,362,4,23,H,TRUE,13
2,270,6,27,C,FALSE,9
2,332,6,27,H,TRUE,12
2,334,6,27,H,TRUE,12
2,297,6,27,H,TRUE,10
2,300,6,27,H,TRUE,10
2,303,6,27,H,TRUE,11
2,305,6,31,C,FALSE,11
2,362,6,31,H,TRUE,13
2,362,6,31,H,TRUE,13
2,334,6,31,H,TRUE,12
2,362,6,31,H,TRUE,13
2,333,6,31,H,TRUE,12
2,244,6,39,H,TRUE,9
2,212,6,39,H,TRUE,8
2,210,6,39,H,TRUE,7
2,212,6,39,H,TRUE,8
2,180,6,39,C,FALSE,6
2,240,6,39,H,TRUE,8
2,112,6,42,H,TRUE,4
2,86,6,42,H,TRUE,3
2,115,6,42,H,TRUE,4
2,89,6,42,H,TRUE,3
2,56,6,42,C,FALSE,2
2,93,6,42,H,TRUE,4
2,363,5,48,H,TRUE,13
2,335,5,48,C,FALSE,12
2,360,5,48,H,TRUE,12
2,273,4,49,H,TRUE,10
2,245,4,49,C,FALSE,9
2,277,4,49,H,TRUE,10
2,277,4,49,H,TRUE,10
2,314,6,54,H,TRUE,11
2,278,6,54,C,FALSE,10
2,313,6,54,H,TRUE,11
2,308,6,54,H,TRUE,11
2,305,6,54,H,TRUE,11
2,339,6,54,H,TRUE,12
2,308,3,56,H,TRUE,11
2,272,3,56,C,FALSE,10
2,305,3,56,H,TRUE,11
2,181,6,58,H,TRUE,7
2,236,6,58,H,TRUE,8
2,180,6,58,H,TRUE,6
2,179,6,58,H,TRUE,6
2,148,6,58,C,FALSE,5
2,211,6,58,H,TRUE,8
2,332,6,68,C,FALSE,12
2,358,6,68,H,TRUE,12
2,364,6,68,H,TRUE,13
2,360,6,77,C,FALSE,12
2,305,6,84,H,TRUE,11
2,327,6,84,H,TRUE,11
2,303,6,84,H,TRUE,11
2,337,6,84,H,TRUE,12
2,298,6,84,H,TRUE,10
2,271,6,84,C,FALSE,10
2,326,5,91,C,FALSE,11
2,358,5,91,H,TRUE,12
2,354,5,91,H,TRUE,12
2,270,6,92,C,FALSE,9
2,297,6,92,H,TRUE,10
2,300,6,92,H,TRUE,10
2,296,6,92,H,TRUE,10
2,301,6,92,H,TRUE,11
2,307,6,92,H,TRUE,11
2,209,4,95,C,FALSE,7
2,237,4,95,H,TRUE,8
2,244,4,95,H,TRUE,9
2,241,4,95,H,TRUE,9
2,116,6,96,H,TRUE,4
2,114,6,96,H,TRUE,4
2,86,6,96,C,FALSE,3
2,113,6,96,H,TRUE,4
2,117,6,96,H,TRUE,4
2,138,6,96,H,TRUE,5
