i,time,HHsize,HH,Type,has_hh,month
1,29,4,1,NA,FALSE,1
1,57,4,1,H,TRUE,2
1,226,4,10,C,FALSE,8
1,222,3,13,C,FALSE,8
1,342,4,31,C,FALSE,12
1,315,3,59,H,TRUE,11
1,281,3,59,C,FALSE,10
1,65,4,87,C,FALSE,3
1,122,4,87,H,TRUE,5
1,93,4,87,H,TRUE,4
1,94,4,87,H,TRUE,4
1,313,5,94,C,FALSE,11
1,315,6,95,C,FALSE,11
1,317,4,100,H,TRUE,11
1,352,4,100,H,TRUE,12
1,285,4,100,C,FALSE,10
1,190,5,110,C,FALSE,7
1,218,5,110,H,TRUE,8
1,317,4,125,C,FALSE,11
1,347,3,148,C,FALSE,12
1,345,4,157,C,FALSE,12
1,348,6,171,C,FALSE,12
1,346,6,177,C,FALSE,12
1,288,6,177,H,TRUE,10
1,256,6,177,C,FALSE,9
1,125,3,180,C,FALSE,5
1,322,3,216,C,FALSE,11
1,349,3,223,C,FALSE,12
1,158,3,230,C,FALSE,6
2,25,3,1,NA,FALSE,1
2,57,3,1,H,TRUE,2
2,60,3,1,H,TRUE,2
2,363,5,5,C,TRUE,13
2,306,5,5,C,FALSE,11
2,338,5,5,H,TRUE,12
2,270,3,8,C,FALSE,9
2,329,4,11,C,FALSE,11
2,362,3,12,C,FALSE,13
2,360,3,12,C,FALSE,12
2,309,4,22,C,FALSE,11
2,302,4,22,C,FALSE,11
2,353,4,22,C,TRUE,12
2,303,6,24,C,FALSE,11
2,357,3,25,C,FALSE,12
2,82,6,26,C,FALSE,3
2,112,6,26,H,TRUE,4
2,364,4,27,C,FALSE,13
2,188,5,35,H,TRUE,7
2,155,5,35,C,FALSE,6
2,216,5,35,H,TRUE,8
2,339,5,35,C,FALSE,12
2,297,6,38,C,FALSE,10
2,359,6,52,C,FALSE,12
2,149,6,56,C,FALSE,5
2,246,4,58,H,TRUE,9
2,210,4,58,C,FALSE,7
2,336,3,61,C,FALSE,12
2,359,6,65,H,TRUE,12
2,332,6,65,C,FALSE,12
2,272,4,66,C,FALSE,10
2,304,4,66,H,TRUE,11
2,302,5,67,C,FALSE,11
2,346,4,68,C,FALSE,12
2,222,5,70,C,FALSE,8
2,239,3,71,C,FALSE,8
2,276,5,72,C,FALSE,10
2,309,5,72,H,TRUE,11
2,343,5,73,C,TRUE,12
2,332,5,73,C,FALSE,12
2,293,3,74,C,FALSE,10
2,271,6,82,C,FALSE,10
2,208,6,84,C,FALSE,7
2,334,3,91,C,FALSE,12
2,303,6,92,C,FALSE,11
2,338,6,92,H,TRUE,12
2,335,6,92,H,TRUE,12
2,357,5,94,C,FALSE,12
2,213,5,95,H,TRUE,8
2,177,5,95,C,FALSE,6
2,303,3,97,C,FALSE,11
2,337,3,97,H,TRUE,12
2,359,3,99,C,FALSE,12
2,356,4,101,C,FALSE,12
2,267,4,101,H,TRUE,9
2,300,4,101,H,TRUE,10
2,237,4,101,C,FALSE,8
2,303,5,104,H,TRUE,11
2,270,5,104,H,TRUE,9
2,241,5,104,C,FALSE,9
2,332,5,106,C,FALSE,12
2,115,5,107,C,FALSE,4
2,275,6,116,C,FALSE,10
2,336,4,120,C,FALSE,12
2,363,4,120,H,TRUE,13
2,335,6,121,H,TRUE,12
2,304,6,121,C,FALSE,11
2,179,4,123,C,FALSE,6
2,308,5,125,C,FALSE,11
2,336,5,127,C,FALSE,12
2,262,5,127,C,FALSE,9
2,90,6,128,C,FALSE,3
2,355,6,128,C,FALSE,12
2,306,4,133,C,FALSE,11
2,339,4,133,H,TRUE,12
2,325,5,141,C,FALSE,11
2,354,5,141,H,TRUE,12
2,212,5,141,C,FALSE,8
2,322,5,149,C,TRUE,11
2,336,5,149,C,TRUE,12
2,305,5,149,C,FALSE,11
2,290,6,150,C,FALSE,10
2,124,5,152,H,TRUE,5
2,91,5,152,C,FALSE,4
2,271,4,154,H,TRUE,10
2,243,4,154,C,FALSE,9
2,330,6,158,C,FALSE,11
2,359,6,158,H,TRUE,12
2,239,6,158,H,TRUE,8
2,211,6,158,C,FALSE,8
2,359,5,159,C,FALSE,12
2,243,6,166,C,FALSE,9
2,270,6,166,H,TRUE,9
2,361,5,168,C,FALSE,13
2,265,4,173,C,FALSE,9
2,334,4,173,C,FALSE,12
2,324,3,176,H,TRUE,11
2,331,3,176,H,TRUE,12
2,301,3,176,C,FALSE,11
2,360,5,177,C,FALSE,12
2,328,5,180,C,FALSE,11
2,303,4,181,C,FALSE,11
2,274,3,187,C,FALSE,10
2,303,4,188,H,TRUE,11
2,274,4,188,C,FALSE,10
2,335,6,196,C,FALSE,12
2,330,6,196,C,FALSE,11
2,327,4,198,H,TRUE,11
2,297,4,198,C,FALSE,10
2,328,4,198,H,TRUE,11
2,309,5,199,C,FALSE,11
2,336,5,201,C,FALSE,12
2,90,5,207,C,FALSE,3
2,302,6,212,C,FALSE,11
2,331,6,212,H,TRUE,12
2,353,6,212,C,TRUE,12
2,268,4,214,C,FALSE,9
2,233,6,216,C,TRUE,8
2,206,6,216,C,FALSE,7
2,239,6,216,H,TRUE,8
2,304,5,217,C,FALSE,11
2,206,5,217,C,FALSE,7
2,325,5,221,C,FALSE,11
2,236,6,222,C,FALSE,8
2,262,6,222,H,TRUE,9
2,265,6,222,H,TRUE,9
2,204,5,224,C,FALSE,7
2,88,5,224,C,FALSE,3
3,27,3,1,NA,FALSE,1
3,56,5,123,C,FALSE,2
4,27,6,1,NA,FALSE,1
4,58,6,1,H,TRUE,2
4,344,5,4,C,FALSE,12
4,283,5,8,C,FALSE,10
4,313,5,8,H,TRUE,11
4,315,5,8,H,TRUE,11
4,310,4,27,C,FALSE,11
4,338,6,31,C,FALSE,12
4,341,4,34,H,TRUE,12
4,307,4,34,C,FALSE,11
4,346,5,38,H,TRUE,12
4,311,5,38,C,FALSE,11
4,343,5,38,H,TRUE,12
4,212,5,42,C,FALSE,8
4,311,5,45,C,FALSE,11
4,344,5,45,H,TRUE,12
4,348,4,50,C,FALSE,12
4,249,6,59,H,TRUE,9
4,221,6,59,C,FALSE,8
4,124,6,59,C,FALSE,5
4,282,6,61,C,FALSE,10
4,316,6,61,H,TRUE,11
4,320,6,61,H,TRUE,11
4,316,4,62,C,FALSE,11
4,151,6,69,C,FALSE,6
4,282,3,73,H,TRUE,10
4,255,3,73,C,FALSE,9
4,161,6,86,C,FALSE,6
4,191,6,86,H,TRUE,7
4,222,6,86,H,TRUE,8
4,351,6,90,C,FALSE,12
4,350,6,92,H,TRUE,12
4,315,6,92,C,FALSE,11
4,311,4,108,C,FALSE,11
4,341,4,108,H,TRUE,12
4,315,6,113,C,FALSE,11
4,338,6,120,C,FALSE,12
4,124,4,125,C,FALSE,5
4,342,6,127,C,FALSE,12
4,345,4,130,C,FALSE,12
4,250,4,138,C,FALSE,9
4,343,3,153,C,FALSE,12
4,281,3,155,C,FALSE,10
4,313,3,155,H,TRUE,11
4,280,6,168,C,FALSE,10
4,279,6,168,C,FALSE,10
4,95,5,176,C,FALSE,4
4,281,4,177,H,TRUE,10
4,251,4,177,C,FALSE,9
4,350,5,178,C,FALSE,12
4,345,5,183,C,FALSE,12
4,219,6,184,H,TRUE,8
4,186,6,184,C,FALSE,7
4,250,3,186,C,FALSE,9
4,310,5,187,C,FALSE,11
4,344,6,193,C,FALSE,12
4,127,4,198,C,FALSE,5
4,158,4,198,H,TRUE,6
4,286,4,199,C,FALSE,10
4,255,6,200,C,FALSE,9
4,290,6,200,H,TRUE,10
4,318,4,205,C,FALSE,11
4,352,4,205,H,TRUE,12
4,342,5,208,C,FALSE,12
